# E          M           C            S
-1.00750000  0.62300003  2.09757948  0.84768638
-1.29550000  0.73774999  2.10736627  0.78675577
-1.41850000  0.79224998  1.90630807  0.64877953
-1.53300000  0.83125001  1.53498599  0.56094972
-1.61400000  0.86874998  1.22828483  0.40370794
-1.66100000  0.88700002  1.17051288  0.36244828
-1.66400000  0.89475000  1.09286029  0.28534636
-1.68500000  0.90675002  0.89177453  0.20107674
-1.71100000  0.91500002  0.78037998  0.18124968
-1.75600000  0.92600000  0.72717467  0.17826614
-1.74200000  0.92449999  0.77233718  0.16954210
-1.71250000  0.91399997  0.89745823  0.21263153
-1.65800000  0.89850003  0.99811036  0.23023950
-1.66450000  0.90074998  0.96476108  0.22861693
-1.69100000  0.90399998  0.99804343  0.25275018
-1.67550000  0.90200001  1.03467793  0.24967061
-1.68700000  0.90474999  0.96069145  0.23578368
-1.70900000  0.91200000  0.86340624  0.21036513
-1.69450000  0.90925002  0.86527916  0.20720751
-1.71450000  0.91175002  0.84882350  0.23357641
-1.73250000  0.91700000  0.84273727  0.22409549
-1.67900000  0.90224999  0.95647125  0.23790674
-1.71300000  0.91149998  0.84987166  0.23049873
-1.70250000  0.90850002  0.91084321  0.22869214
-1.70450000  0.90899998  0.96078495  0.24727413
-1.67850000  0.90074998  0.97242989  0.25589882
-1.68000000  0.90224999  0.94423186  0.24534691
-1.71350000  0.91425002  0.87904994  0.21718750
-1.71850000  0.91350001  0.90302481  0.23476377
-1.68400000  0.90549999  1.03199798  0.23716073
-1.70900000  0.91100001  0.92048926  0.22483345
-1.69650000  0.90574998  0.94388838  0.25117634
-1.66950000  0.90074998  1.01920647  0.24349775
-1.70200000  0.90950000  0.97315130  0.22716040
-1.69800000  0.90899998  0.84756866  0.21056807
-1.72250000  0.91624999  0.78289852  0.19805346
-1.72550000  0.91974998  0.83469053  0.18276771
-1.70400000  0.91250002  0.82232615  0.18675602
-1.72800000  0.92000002  0.78446240  0.17936504
-1.67200000  0.90300000  0.95630197  0.21351992
-1.69900000  0.91049999  0.92178839  0.20726001
-1.70350000  0.90750003  0.89645042  0.23715222
-1.68500000  0.90300000  0.97543068  0.25072221
-1.67850000  0.90324998  0.96554056  0.22704970
-1.65450000  0.90025002  1.13380555  0.22881892
-1.68100000  0.90300000  1.02351427  0.24427355
-1.68600000  0.90899998  0.92180808  0.20461565
-1.70000000  0.91200000  0.88970773  0.19399609
-1.69150000  0.90750003  0.92003161  0.21036655
-1.67950000  0.90425003  0.93657388  0.21964832
-1.69150000  0.90950000  0.92298418  0.21227958
-1.67750000  0.90600002  0.86655467  0.19475392
-1.67850000  0.90275002  1.02557614  0.22975083
-1.66950000  0.90200001  0.99460172  0.23230958
-1.65700000  0.89950001  0.99442948  0.21051367
-1.71350000  0.91275001  0.88003413  0.21810428
-1.70800000  0.91474998  0.87292139  0.19554534
-1.71800000  0.91700000  0.81776738  0.18292476
-1.71650000  0.91600001  0.84739839  0.20094429
-1.72450000  0.91700000  0.80988894  0.19284562
-1.68100000  0.90950000  0.97725734  0.18549391
-1.65800000  0.89950001  0.94791667  0.20108904
-1.68250000  0.90574998  0.88899420  0.20454942
-1.69300000  0.90850002  0.88282234  0.20537868
-1.70400000  0.91149998  0.94141314  0.21313722
-1.67550000  0.90450001  0.96283207  0.20787498
-1.70100000  0.90974998  0.82120418  0.20594209
-1.68000000  0.90324998  0.90191169  0.22952992
-1.71950000  0.91600001  0.77630838  0.18159927
-1.68650000  0.90799999  0.97864997  0.21060355
-1.68400000  0.90775001  0.93653156  0.20304511
-1.71350000  0.91200000  0.85050843  0.21631756
-1.73150000  0.91949999  0.78551253  0.18517649
-1.69900000  0.91175002  0.95721923  0.20827897
-1.71400000  0.91474998  0.81571240  0.19951330
-1.65300000  0.89375001  0.98553241  0.26283472
-1.68900000  0.90499997  0.88686933  0.22946511
-1.70650000  0.90775001  0.89259240  0.24520783
-1.71050000  0.91175002  0.96082432  0.24200905
-1.68850000  0.90600002  0.90581991  0.21261119
-1.69700000  0.91025001  0.96033714  0.21260882
-1.68900000  0.90724999  0.89080609  0.20975158
-1.69650000  0.90850002  0.91042592  0.20984288
-1.67700000  0.90525001  0.93073271  0.20727137
-1.71300000  0.91399997  0.78589931  0.19576625
-1.75000000  0.92500001  0.72436382  0.17559481
-1.72800000  0.92025000  0.81103553  0.17844211
-1.71050000  0.91525000  0.80433811  0.18431506
-1.70850000  0.91275001  0.88341975  0.21165609
-1.69200000  0.90974998  0.94338939  0.20395763
-1.71850000  0.91474998  0.85972045  0.20745018
-1.70950000  0.91350001  0.84535915  0.19656950
-1.72950000  0.92199999  0.71926473  0.16004746
-1.70700000  0.91525000  0.93557492  0.19125948
-1.70800000  0.91474998  0.80009133  0.17371963
-1.74850000  0.92500001  0.78094589  0.17410706
-1.68700000  0.90724999  0.92722899  0.20429539
-1.68400000  0.90850002  0.97983592  0.20041825
-1.72250000  0.91825002  0.88525428  0.20067985
-1.71650000  0.91649997  0.81787269  0.19664944
