# E          M           C            S
-1.03050000  0.63550001  2.62803594  0.88776146
-1.31650000  0.73900002  2.84710389  0.92455315
-1.47650000  0.80599999  2.48568403  0.77458814
-1.61700000  0.86100000  1.88265579  0.56632450
-1.70200000  0.89649999  1.57284893  0.43848126
-1.75850000  0.91724998  1.13405724  0.32459675
-1.77250000  0.92350000  1.22200806  0.31462214
-1.79750000  0.93449998  1.04549829  0.25048619
-1.79800000  0.94174999  0.87067503  0.15903033
-1.82150000  0.94774997  0.77954316  0.14915964
-1.82700000  0.94774997  0.73990319  0.15824066
-1.85200000  0.95550001  0.58542493  0.13071292
-1.84350000  0.95525002  0.57015362  0.10695712
-1.86050000  0.95875001  0.63344976  0.12671690
-1.83100000  0.95174998  0.73020417  0.12897390
-1.85500000  0.95924997  0.56934064  0.09814510
-1.86100000  0.96125001  0.52658662  0.09448033
-1.85700000  0.96100003  0.55169482  0.08323704
-1.84600000  0.95700002  0.65339021  0.11260826
-1.86300000  0.96025002  0.57065995  0.10625350
-1.84200000  0.95400000  0.71008979  0.13742544
-1.85650000  0.95975000  0.57608022  0.10078259
-1.88550000  0.96850002  0.45745535  0.07441745
-1.84700000  0.95824999  0.60085987  0.09228775
-1.85150000  0.95674998  0.59174707  0.11326425
-1.85650000  0.95875001  0.49491149  0.10004271
-1.84600000  0.95725000  0.54387685  0.09776352
-1.87800000  0.96525002  0.50307088  0.08806928
-1.87700000  0.96574998  0.47217523  0.08497823
-1.87050000  0.96324998  0.50945487  0.09358186
-1.86400000  0.96149999  0.59783473  0.10572308
-1.88050000  0.96749997  0.35994980  0.05964849
-1.87500000  0.96649998  0.40004587  0.06302207
-1.86050000  0.96249998  0.45951678  0.06611853
-1.85500000  0.95899999  0.57578260  0.09767530
-1.84600000  0.95574999  0.64694825  0.11360469
-1.86400000  0.95975000  0.55660617  0.11553856
-1.85150000  0.95749998  0.60334261  0.11242911
-1.82300000  0.94725001  0.76876318  0.16116825
-1.84400000  0.95424998  0.70301909  0.14075573
-1.86950000  0.96300000  0.58670688  0.10334647
-1.84350000  0.95499998  0.76598927  0.14108967
-1.86100000  0.96174997  0.56652679  0.09199331
-1.85200000  0.95574999  0.58800172  0.12949566
-1.85950000  0.96074998  0.54053090  0.09299191
-1.86650000  0.96100003  0.53753152  0.10139799
-1.85650000  0.95824999  0.54902398  0.11385421
-1.84100000  0.95625001  0.58219364  0.10095038
-1.85400000  0.95775002  0.56912934  0.11403986
-1.82150000  0.94875002  0.68677890  0.12796502
-1.86100000  0.96149999  0.50339556  0.09266986
-1.84300000  0.95674998  0.62281408  0.10248102
-1.85650000  0.96074998  0.55288916  0.08447866
-1.85200000  0.95999998  0.53775441  0.07968214
-1.88100000  0.96649998  0.43335854  0.07153477
-1.87950000  0.96700001  0.46049595  0.07297178
-1.87700000  0.96574998  0.44769577  0.07816774
-1.88800000  0.96950001  0.37469546  0.05738716
-1.87100000  0.96450001  0.45922946  0.07028179
-1.82000000  0.94749999  0.77355085  0.15204340
-1.84250000  0.95300001  0.76179427  0.15871479
-1.84850000  0.95574999  0.54072673  0.11473969
-1.88300000  0.96824998  0.34689195  0.05242394
-1.86250000  0.96149999  0.48169774  0.08415662
-1.84500000  0.95475000  0.74198523  0.14003370
-1.86200000  0.95599997  0.60660610  0.15835702
-1.85750000  0.95850003  0.61491752  0.11829891
-1.86050000  0.95975000  0.55872300  0.10702586
-1.87000000  0.96399999  0.55710091  0.09436126
-1.87850000  0.96649998  0.37550328  0.07210254
-1.88300000  0.96824998  0.34302677  0.05696445
-1.86150000  0.96125001  0.51763874  0.08767038
-1.85600000  0.95875001  0.57211841  0.10458322
-1.87200000  0.96399999  0.48245660  0.08811853
-1.85450000  0.96025002  0.52671933  0.08071430
-1.86050000  0.96100003  0.54841586  0.08891200
-1.85950000  0.96050000  0.60108534  0.10387960
-1.87400000  0.96324998  0.49151658  0.09471685
-1.86500000  0.96025002  0.55800279  0.10682072
-1.83900000  0.95400000  0.60079803  0.11018348
-1.82950000  0.95225000  0.68441857  0.10727537
-1.86800000  0.96350002  0.62526203  0.10254489
-1.85300000  0.95950001  0.56117738  0.09066726
-1.87300000  0.96375000  0.44769577  0.07802214
-1.87350000  0.96550000  0.45414676  0.07091721
-1.87100000  0.96499997  0.43603840  0.06946722
-1.85850000  0.96249998  0.55711508  0.07973951
-1.86500000  0.96399999  0.44075907  0.06484931
-1.87150000  0.96550000  0.41286666  0.06013398
-1.87750000  0.96675003  0.50050827  0.07423992
-1.85200000  0.95999998  0.56223387  0.08422265
-1.85700000  0.96100003  0.48985198  0.08153428
-1.86200000  0.96074998  0.53316773  0.09412690
-1.85150000  0.95800000  0.57757476  0.10373184
-1.86600000  0.96200001  0.51558375  0.09358457
-1.86700000  0.96324998  0.52211332  0.08733914
-1.87100000  0.96600002  0.43732679  0.06101242
-1.89850000  0.97299999  0.32762661  0.04672842
-1.88850000  0.96925002  0.39781824  0.06831437
-1.87650000  0.96525002  0.47218425  0.08579930
