0 	 0.00000000 
1 	 -8.00000000 
2 	 4.00000000 
3 	 0.00000000 
4 	 4.00000000 
5 	 -8.00000000 
6 	 0.00000000 
7 	 -8.00000000 
8 	 -4.00000000 
9 	 4.00000000 
10 	 -4.00000000 
11 	 -8.00000000 
12 	 4.00000000 
13 	 -4.00000000 
14 	 0.00000000 
15 	 -4.00000000 
16 	 -4.00000000 
17 	 0.00000000 
18 	 -4.00000000 
19 	 -8.00000000 
20 	 -4.00000000 
21 	 -4.00000000 
22 	 4.00000000 
23 	 -4.00000000 
24 	 -4.00000000 
25 	 -4.00000000 
26 	 -4.00000000 
27 	 0.00000000 
28 	 0.00000000 
29 	 -8.00000000 
30 	 0.00000000 
31 	 -8.00000000 
32 	 0.00000000 
33 	 0.00000000 
34 	 -4.00000000 
35 	 -4.00000000 
36 	 0.00000000 
37 	 0.00000000 
38 	 4.00000000 
39 	 0.00000000 
40 	 -4.00000000 
41 	 0.00000000 
42 	 -4.00000000 
43 	 -4.00000000 
44 	 0.00000000 
45 	 -4.00000000 
46 	 -4.00000000 
47 	 -8.00000000 
48 	 0.00000000 
49 	 -4.00000000 
50 	 0.00000000 
51 	 0.00000000 
52 	 0.00000000 
53 	 0.00000000 
54 	 -4.00000000 
55 	 -4.00000000 
56 	 -12.00000000 
57 	 4.00000000 
58 	 -4.00000000 
59 	 0.00000000 
60 	 0.00000000 
61 	 -8.00000000 
62 	 -4.00000000 
63 	 4.00000000 
64 	 0.00000000 
65 	 0.00000000 
66 	 -4.00000000 
67 	 -4.00000000 
68 	 0.00000000 
69 	 -8.00000000 
70 	 -4.00000000 
71 	 -8.00000000 
72 	 -4.00000000 
73 	 -4.00000000 
74 	 -8.00000000 
75 	 -4.00000000 
76 	 0.00000000 
77 	 0.00000000 
78 	 -12.00000000 
79 	 -4.00000000 
80 	 -8.00000000 
81 	 -4.00000000 
82 	 4.00000000 
83 	 -8.00000000 
84 	 4.00000000 
85 	 0.00000000 
86 	 -4.00000000 
87 	 -4.00000000 
88 	 0.00000000 
89 	 -8.00000000 
90 	 0.00000000 
91 	 0.00000000 
92 	 -8.00000000 
93 	 0.00000000 
94 	 0.00000000 
95 	 4.00000000 
96 	 0.00000000 
97 	 -4.00000000 
98 	 8.00000000 
99 	 0.00000000 
100 	 -8.00000000 
101 	 4.00000000 
102 	 0.00000000 
103 	 0.00000000 
104 	 0.00000000 
105 	 -4.00000000 
106 	 -4.00000000 
107 	 0.00000000 
108 	 -8.00000000 
109 	 4.00000000 
110 	 -8.00000000 
111 	 0.00000000 
112 	 -4.00000000 
113 	 -4.00000000 
114 	 -16.00000000 
115 	 -4.00000000 
116 	 -8.00000000 
117 	 -12.00000000 
118 	 -8.00000000 
119 	 -4.00000000 
120 	 0.00000000 
121 	 0.00000000 
122 	 -4.00000000 
123 	 -4.00000000 
124 	 4.00000000 
125 	 -4.00000000 
126 	 -4.00000000 
127 	 -4.00000000 
128 	 -4.00000000 
129 	 -8.00000000 
130 	 0.00000000 
131 	 -8.00000000 
132 	 0.00000000 
133 	 -4.00000000 
134 	 -4.00000000 
135 	 -4.00000000 
136 	 0.00000000 
137 	 -4.00000000 
138 	 -4.00000000 
139 	 -4.00000000 
140 	 -4.00000000 
141 	 0.00000000 
142 	 0.00000000 
143 	 -8.00000000 
144 	 -4.00000000 
145 	 0.00000000 
146 	 -4.00000000 
147 	 -4.00000000 
148 	 4.00000000 
149 	 -4.00000000 
150 	 -8.00000000 
151 	 -4.00000000 
152 	 -8.00000000 
153 	 4.00000000 
154 	 -8.00000000 
155 	 -4.00000000 
156 	 -4.00000000 
157 	 -8.00000000 
158 	 -4.00000000 
159 	 -4.00000000 
160 	 -8.00000000 
161 	 0.00000000 
162 	 0.00000000 
163 	 -8.00000000 
164 	 -4.00000000 
165 	 -8.00000000 
166 	 -8.00000000 
167 	 8.00000000 
168 	 0.00000000 
169 	 0.00000000 
170 	 -8.00000000 
171 	 -4.00000000 
172 	 -4.00000000 
173 	 -4.00000000 
174 	 -4.00000000 
175 	 -4.00000000 
176 	 -8.00000000 
177 	 -8.00000000 
178 	 0.00000000 
179 	 0.00000000 
180 	 -4.00000000 
181 	 0.00000000 
182 	 -8.00000000 
183 	 -4.00000000 
184 	 0.00000000 
185 	 -4.00000000 
186 	 -4.00000000 
187 	 -4.00000000 
188 	 0.00000000 
189 	 4.00000000 
190 	 0.00000000 
191 	 -8.00000000 
192 	 -4.00000000 
193 	 0.00000000 
194 	 -4.00000000 
195 	 -8.00000000 
196 	 8.00000000 
197 	 0.00000000 
198 	 0.00000000 
199 	 0.00000000 
200 	 -8.00000000 
201 	 -8.00000000 
202 	 -12.00000000 
203 	 4.00000000 
204 	 0.00000000 
205 	 -12.00000000 
206 	 0.00000000 
207 	 -4.00000000 
208 	 -4.00000000 
209 	 -4.00000000 
210 	 -4.00000000 
211 	 0.00000000 
212 	 0.00000000 
213 	 -4.00000000 
214 	 0.00000000 
215 	 -8.00000000 
216 	 0.00000000 
217 	 -4.00000000 
218 	 -4.00000000 
219 	 -4.00000000 
220 	 0.00000000 
221 	 0.00000000 
222 	 0.00000000 
223 	 -4.00000000 
224 	 -4.00000000 
225 	 4.00000000 
226 	 0.00000000 
227 	 -4.00000000 
228 	 0.00000000 
229 	 -4.00000000 
230 	 -8.00000000 
231 	 0.00000000 
232 	 0.00000000 
233 	 -8.00000000 
234 	 0.00000000 
235 	 0.00000000 
236 	 -4.00000000 
237 	 -8.00000000 
238 	 -8.00000000 
239 	 -8.00000000 
240 	 -4.00000000 
241 	 -8.00000000 
242 	 0.00000000 
243 	 -4.00000000 
244 	 4.00000000 
245 	 0.00000000 
246 	 -4.00000000 
247 	 0.00000000 
248 	 -4.00000000 
249 	 -4.00000000 
250 	 8.00000000 
251 	 0.00000000 
252 	 -8.00000000 
253 	 0.00000000 
254 	 -4.00000000 
255 	 -8.00000000 
256 	 -8.00000000 
257 	 0.00000000 
258 	 0.00000000 
259 	 -4.00000000 
260 	 0.00000000 
261 	 -4.00000000 
262 	 -4.00000000 
263 	 4.00000000 
264 	 -8.00000000 
265 	 0.00000000 
266 	 -4.00000000 
267 	 0.00000000 
268 	 -8.00000000 
269 	 -4.00000000 
270 	 4.00000000 
271 	 0.00000000 
272 	 8.00000000 
273 	 -4.00000000 
274 	 0.00000000 
275 	 0.00000000 
276 	 -4.00000000 
277 	 -4.00000000 
278 	 4.00000000 
279 	 -4.00000000 
280 	 -4.00000000 
281 	 4.00000000 
282 	 0.00000000 
283 	 4.00000000 
284 	 0.00000000 
285 	 8.00000000 
286 	 -4.00000000 
287 	 -4.00000000 
288 	 -8.00000000 
289 	 -8.00000000 
290 	 0.00000000 
291 	 -8.00000000 
292 	 0.00000000 
293 	 0.00000000 
294 	 4.00000000 
295 	 -4.00000000 
296 	 0.00000000 
297 	 0.00000000 
298 	 0.00000000 
299 	 -4.00000000 
300 	 -4.00000000 
301 	 0.00000000 
302 	 -4.00000000 
303 	 -8.00000000 
304 	 -4.00000000 
305 	 -4.00000000 
306 	 -4.00000000 
307 	 0.00000000 
308 	 4.00000000 
309 	 0.00000000 
310 	 8.00000000 
311 	 -8.00000000 
312 	 0.00000000 
313 	 0.00000000 
314 	 0.00000000 
315 	 0.00000000 
316 	 -4.00000000 
317 	 0.00000000 
318 	 4.00000000 
319 	 -4.00000000 
320 	 -4.00000000 
321 	 -4.00000000 
322 	 -4.00000000 
323 	 -4.00000000 
324 	 -12.00000000 
325 	 -4.00000000 
326 	 -4.00000000 
327 	 0.00000000 
328 	 0.00000000 
329 	 -4.00000000 
330 	 -8.00000000 
331 	 0.00000000 
332 	 -4.00000000 
333 	 0.00000000 
334 	 -4.00000000 
335 	 -4.00000000 
336 	 0.00000000 
337 	 -4.00000000 
338 	 -4.00000000 
339 	 -4.00000000 
340 	 -4.00000000 
341 	 -4.00000000 
342 	 0.00000000 
343 	 -8.00000000 
344 	 -4.00000000 
345 	 -4.00000000 
346 	 4.00000000 
347 	 -8.00000000 
348 	 -8.00000000 
349 	 -8.00000000 
350 	 0.00000000 
351 	 -8.00000000 
352 	 -4.00000000 
353 	 0.00000000 
354 	 -4.00000000 
355 	 -4.00000000 
356 	 0.00000000 
357 	 -8.00000000 
358 	 -4.00000000 
359 	 -8.00000000 
360 	 -4.00000000 
361 	 0.00000000 
362 	 4.00000000 
363 	 -4.00000000 
364 	 8.00000000 
365 	 -4.00000000 
366 	 4.00000000 
367 	 0.00000000 
368 	 0.00000000 
369 	 0.00000000 
370 	 4.00000000 
371 	 0.00000000 
372 	 4.00000000 
373 	 -8.00000000 
374 	 0.00000000 
375 	 -8.00000000 
376 	 0.00000000 
377 	 -4.00000000 
378 	 -12.00000000 
379 	 -8.00000000 
380 	 -4.00000000 
381 	 -4.00000000 
382 	 4.00000000 
383 	 4.00000000 
384 	 0.00000000 
385 	 -8.00000000 
386 	 -8.00000000 
387 	 0.00000000 
388 	 -8.00000000 
389 	 -12.00000000 
390 	 -8.00000000 
391 	 0.00000000 
392 	 -8.00000000 
393 	 0.00000000 
394 	 -4.00000000 
395 	 -4.00000000 
396 	 -8.00000000 
397 	 -4.00000000 
398 	 0.00000000 
399 	 0.00000000 
400 	 0.00000000 
401 	 0.00000000 
402 	 -4.00000000 
403 	 0.00000000 
404 	 -8.00000000 
405 	 -8.00000000 
406 	 4.00000000 
407 	 0.00000000 
408 	 -4.00000000 
409 	 -4.00000000 
410 	 -4.00000000 
411 	 4.00000000 
412 	 -4.00000000 
413 	 0.00000000 
414 	 -4.00000000 
415 	 -4.00000000 
416 	 -4.00000000 
417 	 -8.00000000 
418 	 -8.00000000 
419 	 0.00000000 
420 	 -12.00000000 
421 	 -4.00000000 
422 	 -4.00000000 
423 	 0.00000000 
424 	 -8.00000000 
425 	 -4.00000000 
426 	 -4.00000000 
427 	 -4.00000000 
428 	 -4.00000000 
429 	 -4.00000000 
430 	 -8.00000000 
431 	 0.00000000 
432 	 0.00000000 
433 	 -8.00000000 
434 	 -8.00000000 
435 	 0.00000000 
436 	 0.00000000 
437 	 -8.00000000 
438 	 0.00000000 
439 	 -8.00000000 
440 	 4.00000000 
441 	 -4.00000000 
442 	 -4.00000000 
443 	 0.00000000 
444 	 0.00000000 
445 	 -8.00000000 
446 	 4.00000000 
447 	 -4.00000000 
448 	 -4.00000000 
449 	 0.00000000 
450 	 -12.00000000 
