0 	 -32.00000000 	 16.00000000 
1 	 -8.00000000 	 4.00000000 
2 	 -4.00000000 	 -2.00000000 
3 	 -16.00000000 	 -10.00000000 
4 	 -12.00000000 	 -4.00000000 
5 	 -24.00000000 	 14.00000000 
6 	 -4.00000000 	 4.00000000 
7 	 -12.00000000 	 6.00000000 
8 	 -32.00000000 	 16.00000000 
9 	 -32.00000000 	 16.00000000 
10 	 -24.00000000 	 14.00000000 
11 	 -24.00000000 	 14.00000000 
12 	 -16.00000000 	 -10.00000000 
13 	 -24.00000000 	 14.00000000 
14 	 -8.00000000 	 -10.00000000 
15 	 -8.00000000 	 -2.00000000 
16 	 -32.00000000 	 -16.00000000 
17 	 -16.00000000 	 -10.00000000 
18 	 -12.00000000 	 -4.00000000 
19 	 -16.00000000 	 12.00000000 
20 	 -8.00000000 	 -4.00000000 
21 	 -8.00000000 	 -8.00000000 
22 	 -32.00000000 	 16.00000000 
23 	 -24.00000000 	 -14.00000000 
24 	 -16.00000000 	 -12.00000000 
25 	 -32.00000000 	 -16.00000000 
26 	 -8.00000000 	 2.00000000 
27 	 -8.00000000 	 -6.00000000 
28 	 -16.00000000 	 -12.00000000 
29 	 -4.00000000 	 6.00000000 
30 	 -32.00000000 	 -16.00000000 
31 	 -16.00000000 	 -10.00000000 
32 	 -16.00000000 	 12.00000000 
33 	 0.00000000 	 0.00000000 
34 	 -12.00000000 	 10.00000000 
35 	 -32.00000000 	 16.00000000 
36 	 -8.00000000 	 6.00000000 
37 	 -8.00000000 	 4.00000000 
38 	 -24.00000000 	 14.00000000 
39 	 -12.00000000 	 -8.00000000 
40 	 -4.00000000 	 -8.00000000 
41 	 -8.00000000 	 -6.00000000 
42 	 -4.00000000 	 6.00000000 
43 	 -8.00000000 	 -8.00000000 
44 	 -16.00000000 	 10.00000000 
45 	 -16.00000000 	 -10.00000000 
46 	 -32.00000000 	 16.00000000 
47 	 -20.00000000 	 12.00000000 
48 	 -12.00000000 	 4.00000000 
49 	 -12.00000000 	 10.00000000 
