0 	 -24.00000000 	 -14.00000000 
1 	 -8.00000000 	 6.00000000 
2 	 -20.00000000 	 12.00000000 
3 	 -20.00000000 	 12.00000000 
4 	 -24.00000000 	 -14.00000000 
5 	 -32.00000000 	 -16.00000000 
6 	 -20.00000000 	 12.00000000 
7 	 -32.00000000 	 16.00000000 
8 	 -32.00000000 	 16.00000000 
9 	 -24.00000000 	 14.00000000 
10 	 -32.00000000 	 16.00000000 
11 	 -32.00000000 	 16.00000000 
12 	 -24.00000000 	 -14.00000000 
13 	 -20.00000000 	 12.00000000 
14 	 -24.00000000 	 14.00000000 
15 	 -12.00000000 	 6.00000000 
16 	 -12.00000000 	 -8.00000000 
17 	 -24.00000000 	 14.00000000 
18 	 -20.00000000 	 12.00000000 
19 	 -24.00000000 	 14.00000000 
20 	 -24.00000000 	 14.00000000 
21 	 -16.00000000 	 10.00000000 
22 	 -8.00000000 	 4.00000000 
23 	 -32.00000000 	 16.00000000 
24 	 -24.00000000 	 14.00000000 
25 	 -20.00000000 	 -12.00000000 
26 	 0.00000000 	 0.00000000 
27 	 -16.00000000 	 12.00000000 
28 	 -8.00000000 	 6.00000000 
29 	 -32.00000000 	 -16.00000000 
30 	 -20.00000000 	 -12.00000000 
31 	 -20.00000000 	 12.00000000 
32 	 -16.00000000 	 -12.00000000 
33 	 -8.00000000 	 -6.00000000 
34 	 -16.00000000 	 -12.00000000 
35 	 -24.00000000 	 14.00000000 
36 	 -12.00000000 	 10.00000000 
37 	 -24.00000000 	 -14.00000000 
38 	 -12.00000000 	 -6.00000000 
39 	 -16.00000000 	 -8.00000000 
40 	 -32.00000000 	 16.00000000 
41 	 -4.00000000 	 2.00000000 
42 	 -24.00000000 	 -14.00000000 
43 	 -32.00000000 	 -16.00000000 
44 	 -24.00000000 	 -14.00000000 
45 	 -32.00000000 	 -16.00000000 
46 	 -32.00000000 	 -16.00000000 
47 	 -20.00000000 	 -12.00000000 
48 	 -12.00000000 	 -6.00000000 
49 	 -32.00000000 	 16.00000000 
